Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Suburb,Propertycount,Postcode,zipcode,price,weekly_price,monthly_price
u,821000.0,6.3,2.0,2.0,1.0,3093.0,75.0,2006.0,Stonnington,Armadale,4836.0,3143.0,3143.0,100.0,550.0,2390.0
h,1250000.0,4.3,3.0,1.0,1.0,327.0,,,Moonee Valley,Ascot Vale,6567.0,3032.0,3032.0,86.5,380.0,1255.0
t,1520000.0,10.2,4.0,3.0,2.0,267.0,190.0,2012.0,Boroondara,Ashburton,3052.0,3147.0,,,,
h,2299500.0,10.2,3.0,2.0,3.0,634.0,230.0,1940.0,Boroondara,Ashburton,3052.0,3147.0,,,,
h,951000.0,21.5,3.0,2.0,2.0,553.0,,,Kingston,Aspendale Gardens,2243.0,3195.0,3195.0,109.0,550.0,2000.0
u,700000.0,6.4,2.0,0.0,0.0,0.0,,,Port Phillip,Balaclava,2952.0,3183.0,3183.0,97.5,700.0,2418.0
u,614000.0,7.9,2.0,1.0,1.0,0.0,,,Boroondara,Balwyn,5682.0,3103.0,3103.0,71.0,463.5,1486.5
h,2360000.0,7.9,4.0,3.0,2.0,848.0,214.0,1926.0,Boroondara,Balwyn,5682.0,3103.0,3103.0,71.0,463.5,1486.5
h,1750000.0,7.9,3.0,3.0,1.0,790.0,,,Boroondara,Balwyn,5682.0,3103.0,3103.0,71.0,463.5,1486.5
h,1460000.0,9.7,4.0,2.0,2.0,433.0,185.0,1955.0,Boroondara,Balwyn North,7809.0,3104.0,3104.0,80.0,450.0,1750.0
h,1360000.0,9.7,3.0,2.0,2.0,424.0,,,Boroondara,Balwyn North,7809.0,3104.0,3104.0,80.0,450.0,1750.0
h,1739000.0,9.7,3.0,1.0,2.0,638.0,,,Boroondara,Balwyn North,7809.0,3104.0,3104.0,80.0,450.0,1750.0
h,720000.0,23.2,3.0,2.0,2.0,255.0,,,Knox,Bayswater,5030.0,3153.0,,,,
h,1780000.0,17.3,5.0,3.0,2.0,613.0,,,Bayside,Beaumaris,5366.0,3193.0,3193.0,147.5,1855.0,7470.0
h,1611000.0,17.3,4.0,2.0,2.0,650.0,,,Bayside,Beaumaris,5366.0,3193.0,3193.0,147.5,1855.0,7470.0
h,1006000.0,8.8,3.0,1.0,0.0,758.0,,,Banyule,Bellfield,790.0,3081.0,3081.0,59.0,300.0,775.0
h,1700000.0,11.4,4.0,2.0,2.0,673.0,,2014.0,Glen Eira,Bentleigh,6795.0,3204.0,3204.0,71.0,590.0,2251.0
t,1280000.0,11.4,4.0,3.0,2.0,306.0,200.0,2014.0,Glen Eira,Bentleigh,6795.0,3204.0,3204.0,71.0,590.0,2251.0
t,1750000.0,11.4,4.0,3.0,2.0,429.0,262.0,2013.0,Glen Eira,Bentleigh,6795.0,3204.0,3204.0,71.0,590.0,2251.0
h,1175000.0,13.8,3.0,1.0,2.0,700.0,,,Glen Eira,Bentleigh East,10969.0,3165.0,3165.0,69.0,490.0,1800.0
h,1290000.0,13.8,3.0,1.0,2.0,537.0,,,Glen Eira,Bentleigh East,10969.0,3165.0,3165.0,69.0,490.0,1800.0
h,683000.0,35.2,4.0,2.0,2.0,670.0,185.0,,Casey,Berwick,17093.0,3806.0,3806.0,84.0,540.0,
h,1730000.0,17.3,4.0,2.0,2.0,675.0,,,Bayside,Black Rock,2866.0,3193.0,3193.0,147.5,1855.0,7470.0
h,1100000.0,13.4,3.0,1.0,2.0,492.0,124.0,1957.0,Whitehorse,Blackburn,5713.0,3130.0,3130.0,96.0,410.0,1790.0
h,1250000.0,13.4,4.0,2.0,2.0,580.0,161.0,1965.0,Whitehorse,Blackburn North,2867.0,3130.0,3130.0,96.0,410.0,1790.0
h,1246000.0,13.4,3.0,1.0,2.0,702.0,,,Whitehorse,Blackburn South,4387.0,3130.0,3130.0,96.0,410.0,1790.0
t,740000.0,25.0,4.0,2.0,2.0,261.0,,,Knox,Boronia,9704.0,3155.0,,,,
h,1525000.0,10.9,3.0,1.0,1.0,904.0,,,Whitehorse,Box Hill,4605.0,3128.0,3128.0,103.5,369.5,1421.5
t,730000.0,10.9,2.0,2.0,1.0,126.0,,2012.0,Whitehorse,Box Hill,4605.0,3128.0,3128.0,103.5,369.5,1421.5
h,830000.0,16.1,3.0,1.0,2.0,905.0,183.0,1962.0,Banyule,Briar Hill,1390.0,3088.0,,,,
h,3000000.0,10.5,5.0,3.0,2.0,818.0,826.8367,,Bayside,Brighton,10579.0,3186.0,3186.0,159.5,900.0,3550.0
h,1900000.0,10.5,3.0,2.0,1.0,35.0,,,Bayside,Brighton,10579.0,3186.0,3186.0,159.5,900.0,3550.0
u,1296000.0,10.5,3.0,1.0,2.0,0.0,,,Bayside,Brighton,10579.0,3186.0,3186.0,159.5,900.0,3550.0
h,2210000.0,10.5,4.0,2.0,1.0,396.0,175.0,1908.0,Bayside,Brighton,10579.0,3186.0,3186.0,159.5,900.0,3550.0
h,1655000.0,10.3,4.0,2.0,4.0,651.0,,,Bayside,Brighton East,6938.0,3187.0,3187.0,100.0,340.0,1100.0
h,2000000.0,10.3,4.0,2.0,2.0,619.0,,,Bayside,Brighton East,6938.0,3187.0,3187.0,100.0,340.0,1100.0
h,2150000.0,10.3,3.0,1.0,2.0,696.0,,,Bayside,Brighton East,6938.0,3187.0,3187.0,100.0,340.0,1100.0
h,1680000.0,10.3,3.0,1.0,2.0,605.0,181.0,1920.0,Bayside,Brighton East,6938.0,3187.0,3187.0,100.0,340.0,1100.0
u,890000.0,10.3,2.0,1.0,2.0,275.0,106.0,1970.0,Bayside,Brighton East,6938.0,3187.0,3187.0,100.0,340.0,1100.0
h,616000.0,14.0,3.0,1.0,1.0,695.0,,,Hume,Broadmeadows,4294.0,3047.0,,,,
h,632000.0,14.0,3.0,1.0,4.0,697.0,100.0,1960.0,Hume,Broadmeadows,4294.0,3047.0,,,,
h,1310000.0,5.2,3.0,1.0,1.0,302.0,91.0,1910.0,Moreland,Brunswick,11918.0,3056.0,3056.0,77.0,525.0,2150.0
h,1615000.0,4.0,3.0,1.0,3.0,471.0,,,Moreland,Brunswick East,5533.0,3057.0,3057.0,100.0,550.0,2200.0
h,1500000.0,5.2,4.0,2.0,3.0,444.0,256.0,1997.0,Moreland,Brunswick West,7082.0,3055.0,3055.0,71.0,497.5,1750.0
h,1751000.0,10.8,4.0,3.0,4.0,646.0,320.0,1998.0,Manningham,Bulleen,4480.0,3105.0,,,,
h,1200000.0,10.8,3.0,1.0,3.0,557.0,,,Manningham,Bulleen,4480.0,3105.0,,,,
h,1580000.0,10.8,4.0,2.0,2.0,773.0,,,Manningham,Bulleen,4480.0,3105.0,,,,
h,535000.0,45.9,3.0,1.0,0.0,4000.0,,,Macedon Ranges,Bullengarook,249.0,3437.0,,,,
t,685000.0,12.1,4.0,2.0,1.0,287.0,152.0,1990.0,Whittlesea,Bundoora,10175.0,3083.0,3083.0,55.0,702.5,2291.5
h,685000.0,12.1,3.0,1.0,2.0,557.0,,,Whittlesea,Bundoora,10175.0,3083.0,3083.0,55.0,702.5,2291.5
h,725000.0,12.1,4.0,1.0,2.0,542.0,130.0,1980.0,Whittlesea,Bundoora,10175.0,3083.0,3083.0,55.0,702.5,2291.5
t,505000.0,12.1,2.0,1.0,2.0,90.0,90.0,1995.0,Darebin,Bundoora,10175.0,3083.0,3083.0,55.0,702.5,2291.5
h,1300000.0,12.1,4.0,2.0,2.0,637.0,,,Whittlesea,Bundoora,10175.0,3083.0,3083.0,55.0,702.5,2291.5
h,1253000.0,12.1,4.0,2.0,2.0,760.0,366.0,2000.0,Whittlesea,Bundoora,10175.0,3083.0,3083.0,55.0,702.5,2291.5
h,1170000.0,10.4,3.0,1.0,3.0,590.0,,,Whitehorse,Burwood,5678.0,3125.0,3125.0,60.0,265.0,870.0
h,1390000.0,10.4,4.0,2.0,1.0,627.0,196.0,1950.0,Whitehorse,Burwood,5678.0,3125.0,3125.0,60.0,265.0,870.0
h,1471000.0,10.4,4.0,2.0,2.0,797.0,,,Whitehorse,Burwood,5678.0,3125.0,3125.0,60.0,265.0,870.0
u,746000.0,14.7,2.0,1.0,2.0,239.0,,,Whitehorse,Burwood East,4048.0,3151.0,,,,
h,560000.0,14.8,3.0,2.0,1.0,295.0,,,Brimbank,Cairnlea,2674.0,3023.0,3023.0,71.0,500.0,
h,1650000.0,7.7,3.0,2.0,2.0,456.0,,,Boroondara,Camberwell,8920.0,3124.0,3124.0,96.5,600.0,2500.0
u,881000.0,7.7,2.0,2.0,1.0,245.0,,,Boroondara,Camberwell,8920.0,3124.0,3124.0,96.5,600.0,2500.0
h,3190000.0,7.7,5.0,4.0,2.0,788.0,,,Boroondara,Camberwell,8920.0,3124.0,3124.0,96.5,600.0,2500.0
h,2100000.0,8.4,4.0,2.0,4.0,544.0,,,Boroondara,Canterbury,3265.0,3126.0,,,,
h,2725000.0,8.4,4.0,2.0,2.0,650.0,275.0,2006.0,Boroondara,Canterbury,3265.0,3126.0,,,,
h,3250000.0,8.4,4.0,2.0,3.0,855.0,,,Boroondara,Canterbury,3265.0,3126.0,,,,
h,1370000.0,10.1,3.0,1.0,2.0,485.0,,,Glen Eira,Carnegie,7822.0,3163.0,3163.0,71.5,446.5,2040.0
h,870000.0,14.8,4.0,2.0,2.0,463.0,307.0,2012.0,Melton,Caroline Springs,7719.0,3023.0,3023.0,71.0,500.0,
u,687500.0,31.2,3.0,2.0,2.0,216.0,,,Kingston,Carrum,1989.0,3197.0,,,,
h,552500.0,34.9,3.0,2.0,2.0,779.0,147.0,1988.0,Frankston,Carrum Downs,8060.0,3201.0,,,,
h,1070000.0,8.7,2.0,1.0,0.0,261.0,,,Glen Eira,Caulfield,2379.0,3162.0,3162.0,96.0,1190.0,4258.0
h,1925000.0,7.8,4.0,2.0,2.0,494.0,176.0,1900.0,Glen Eira,Caulfield North,6923.0,3161.0,3161.0,109.0,790.0,1600.0
h,995000.0,11.7,4.0,2.0,1.0,402.0,131.0,1960.0,Monash,Chadstone,3582.0,3148.0,,,,
h,1310000.0,11.7,5.0,2.0,2.0,627.0,,2000.0,Monash,Chadstone,3582.0,3148.0,,,,
h,1275000.0,17.9,3.0,2.0,2.0,656.0,,1960.0,Kingston,Cheltenham,9758.0,3192.0,3192.0,100.0,750.0,2450.0
h,1200000.0,17.9,4.0,2.0,4.0,679.0,190.0,1960.0,Bayside,Cheltenham,9758.0,3192.0,3192.0,100.0,750.0,2450.0
h,1095000.0,17.9,3.0,2.0,1.0,637.0,,1950.0,Kingston,Cheltenham,9758.0,3192.0,3192.0,100.0,750.0,2450.0
h,640000.0,27.1,3.0,2.0,2.0,945.0,,,Yarra Ranges,Chirnside Park,3789.0,3116.0,,,,
h,1241000.0,17.5,4.0,2.0,2.0,625.0,625.0,1950.0,Kingston,Clarinda,2727.0,3169.0,,,,
h,1250000.0,16.7,4.0,1.0,1.0,711.0,96.0,1960.0,Monash,Clayton,5837.0,3168.0,3168.0,50.0,320.0,1200.0
h,729500.0,16.7,3.0,1.0,1.0,270.0,218.0,1970.0,Monash,Clayton,5837.0,3168.0,3168.0,50.0,320.0,1200.0
h,973000.0,3.6,2.0,1.0,0.0,163.0,,,Yarra,Clifton Hill,2954.0,3068.0,3068.0,102.5,720.0,2502.0
u,560000.0,2.0,2.0,1.0,1.0,0.0,60.0,1975.0,Yarra,Collingwood,4553.0,3066.0,3066.0,120.0,830.0,3150.0
h,565000.0,20.6,4.0,2.0,2.0,482.0,207.0,2012.0,Hume,Craigieburn,15510.0,3064.0,3064.0,49.0,185.0,
h,615000.0,20.6,4.0,2.0,2.0,756.0,222.0,2001.0,Hume,Craigieburn,15510.0,3064.0,3064.0,49.0,185.0,
h,548000.0,20.6,4.0,2.0,2.0,400.0,171.0,2010.0,Hume,Craigieburn,15510.0,3064.0,3064.0,49.0,185.0,
h,716000.0,20.6,3.0,2.0,6.0,1005.0,160.0,1995.0,Hume,Craigieburn,15510.0,3064.0,3064.0,49.0,185.0,
h,667500.0,20.6,4.0,2.0,2.0,448.0,,2014.0,Hume,Craigieburn,15510.0,3064.0,3064.0,49.0,185.0,
h,555000.0,34.7,3.0,2.0,2.0,581.0,,,Casey,Cranbourne,7680.0,3977.0,3977.0,65.0,245.0,1025.0
h,730000.0,23.0,3.0,2.0,2.0,269.0,150.0,2007.0,Maroondah,Croydon,11925.0,3136.0,,,,
h,1080000.0,23.0,2.0,1.0,1.0,1474.0,,,Maroondah,Croydon,11925.0,3136.0,,,,
h,702500.0,23.0,3.0,1.0,1.0,864.0,,,Maroondah,Croydon,11925.0,3136.0,,,,
u,505000.0,23.0,2.0,1.0,1.0,297.0,,,Maroondah,Croydon North,2985.0,3136.0,,,,
h,766000.0,23.0,3.0,2.0,2.0,507.0,128.0,1960.0,Maroondah,Croydon North,2985.0,3136.0,,,,
u,370000.0,24.7,2.0,1.0,1.0,135.0,,1990.0,Greater Dandenong,Dandenong,10894.0,3175.0,3175.0,95.0,790.0,3150.0
h,488000.0,24.7,2.0,1.0,1.0,414.0,,,Greater Dandenong,Dandenong,10894.0,3175.0,3175.0,95.0,790.0,3150.0
t,1680000.0,7.9,4.0,2.0,1.0,254.0,172.0,1995.0,Boroondara,Deepdene,892.0,3103.0,3103.0,71.0,463.5,1486.5
h,665000.0,14.8,3.0,1.0,2.0,693.0,,,Brimbank,Deer Park,6388.0,3023.0,3023.0,71.0,500.0,
h,475000.0,18.0,3.0,2.0,2.0,358.0,106.0,1990.0,Brimbank,Delahey,2898.0,3037.0,,,,
h,898000.0,21.8,4.0,3.0,2.0,705.0,,2012.0,Nillumbik,Diamond Creek,4258.0,3089.0,,,,
h,815000.0,21.8,3.0,2.0,3.0,790.0,135.0,1980.0,Nillumbik,Diamond Creek,4258.0,3089.0,,,,
h,615000.0,27.7,6.0,3.0,1.0,850.0,254.0,1980.0,Melton,Diggers Rest,1184.0,3427.0,,,,
h,915000.0,22.2,4.0,2.0,2.0,649.0,,,Kingston,Dingley Village,3940.0,3172.0,,,,
h,736000.0,22.2,3.0,1.0,1.0,545.0,,,Kingston,Dingley Village,3940.0,3172.0,,,,
h,1400000.0,12.4,3.0,3.0,2.0,621.0,,,Manningham,Doncaster,9028.0,3108.0,3108.0,138.0,1300.0,5400.0
u,780000.0,12.4,3.0,1.0,2.0,220.0,,,Manningham,Doncaster,9028.0,3108.0,3108.0,138.0,1300.0,5400.0
h,1328000.0,16.1,5.0,3.0,3.0,785.0,252.0,1980.0,Manningham,Donvale,4790.0,3111.0,,,,
u,1300000.0,1.3,2.0,2.0,1.0,997.0,92.0,2001.0,Melbourne,East Melbourne,3040.0,3002.0,3002.0,130.0,775.0,3300.0
h,830000.0,18.0,3.0,2.0,1.0,817.0,,1970.0,Nillumbik,Eltham,6990.0,3095.0,,,,
h,762000.0,18.0,4.0,2.0,2.0,573.0,180.0,1980.0,Nillumbik,Eltham,6990.0,3095.0,,,,
h,925000.0,18.0,3.0,1.0,2.0,1027.0,,,Nillumbik,Eltham,6990.0,3095.0,,,,
h,900000.0,18.0,3.0,2.0,2.0,812.0,129.0,1980.0,Nillumbik,Eltham North,2346.0,3095.0,,,,
u,559000.0,7.2,1.0,1.0,1.0,0.0,,,Port Phillip,Elwood,8989.0,3184.0,3184.0,102.0,725.0,2776.0
t,1225000.0,7.2,3.0,2.0,2.0,0.0,,2008.0,Port Phillip,Elwood,8989.0,3184.0,3184.0,102.0,725.0,2776.0
h,3175000.0,7.2,4.0,2.0,3.0,558.0,174.0,1900.0,Port Phillip,Elwood,8989.0,3184.0,3184.0,102.0,725.0,2776.0
u,520000.0,7.2,2.0,1.0,1.0,3256.0,74.0,1970.0,Port Phillip,Elwood,8989.0,3184.0,3184.0,102.0,725.0,2776.0
h,550000.0,19.6,4.0,2.0,2.0,400.0,,2011.0,Whittlesea,Epping,10926.0,3076.0,,,,
h,561000.0,19.6,3.0,1.0,0.0,518.0,,,Whittlesea,Epping,10926.0,3076.0,,,,
h,556000.0,19.6,3.0,1.0,1.0,525.0,,1980.0,Whittlesea,Epping,10926.0,3076.0,,,,
h,441000.0,19.6,3.0,2.0,1.0,210.0,,,Whittlesea,Epping,10926.0,3076.0,,,,
h,552000.0,19.6,3.0,1.0,2.0,549.0,,,Whittlesea,Epping,10926.0,3076.0,,,,
h,2165000.0,7.5,4.0,2.0,3.0,951.0,238.0,1930.0,Moonee Valley,Essendon,9264.0,3040.0,3040.0,82.0,775.0,4000.0
h,1280000.0,7.5,2.0,1.0,1.0,512.0,,,Moonee Valley,Essendon,9264.0,3040.0,3040.0,82.0,775.0,4000.0
h,1165000.0,7.5,3.0,1.0,1.0,590.0,,,Moonee Valley,Essendon,9264.0,3040.0,3040.0,82.0,775.0,4000.0
h,2050000.0,7.5,5.0,3.0,3.0,663.0,419.0,1930.0,Moonee Valley,Essendon,9264.0,3040.0,3040.0,82.0,775.0,4000.0
h,1500000.0,7.5,4.0,2.0,2.0,465.0,148.0,1940.0,Moonee Valley,Essendon,9264.0,3040.0,3040.0,82.0,775.0,4000.0
h,900000.0,13.1,5.0,3.0,4.0,663.0,,,Moreland,Fawkner,5070.0,3060.0,,,,
h,700000.0,13.1,3.0,1.0,4.0,658.0,,,Moreland,Fawkner,5070.0,3060.0,,,,
h,515000.0,13.1,1.0,1.0,0.0,173.0,,,Moreland,Fawkner,5070.0,3060.0,,,,
h,904000.0,24.8,3.0,1.0,3.0,1014.0,,,Knox,Ferntree Gully,10788.0,3156.0,,,,
h,2700000.0,2.1,3.0,3.0,1.0,433014.0,,,Yarra,Fitzroy,5825.0,3065.0,3065.0,120.0,820.0,3102.0
u,1060000.0,2.1,3.0,2.0,2.0,6367.0,,,Yarra,Fitzroy,5825.0,3065.0,3065.0,120.0,820.0,3102.0
u,545000.0,2.1,1.0,1.0,1.0,1730.0,60.0,2011.0,Yarra,Fitzroy,5825.0,3065.0,3065.0,120.0,820.0,3102.0
h,3200000.0,2.1,4.0,4.0,0.0,225.0,,1862.0,Yarra,Fitzroy,5825.0,3065.0,3065.0,120.0,820.0,3102.0
h,1705000.0,3.6,3.0,1.0,1.0,139.0,116.0,1900.0,Yarra,Fitzroy North,6244.0,3068.0,3068.0,102.5,720.0,2502.0
u,850250.0,3.6,3.0,2.0,1.0,6712.0,,,Yarra,Fitzroy North,6244.0,3068.0,3068.0,102.5,720.0,2502.0
h,1220000.0,3.4,3.0,1.0,1.0,293.0,104.0,1900.0,Moonee Valley,Flemington,3593.0,3031.0,3031.0,82.0,502.5,1813.0
u,455000.0,5.1,2.0,1.0,1.0,0.0,62.0,2015.0,Maribyrnong,Footscray,7570.0,3011.0,3011.0,65.0,350.0,1300.0
t,575000.0,5.1,2.0,2.0,1.0,88.0,94.5,2000.0,Maribyrnong,Footscray,7570.0,3011.0,3011.0,65.0,350.0,1300.0
h,360000.0,15.4,1.0,1.0,1.0,76.0,,1970.0,Whitehorse,Forest Hill,4385.0,3131.0,,,,
h,610000.0,38.0,3.0,2.0,1.0,654.0,,,Frankston,Frankston,17055.0,3199.0,3199.0,109.0,600.0,2604.0
h,850000.0,38.0,3.0,1.0,1.0,884.0,,1968.0,Frankston,Frankston South,7566.0,3199.0,3199.0,109.0,600.0,2604.0
h,775000.0,45.9,3.0,2.0,4.0,1290.0,231.0,1988.0,Macedon Ranges,Gisborne,3376.0,3437.0,,,,
h,629000.0,12.9,3.0,1.0,2.0,552.0,136.0,1980.0,Hume,Gladstone Park,3285.0,3043.0,,,,
h,452500.0,12.9,3.0,1.0,0.0,259.0,,1970.0,Hume,Gladstone Park,3285.0,3043.0,,,,
u,320000.0,7.3,1.0,1.0,0.0,0.0,49.0,1960.0,Stonnington,Glen Iris,10412.0,3146.0,3146.0,100.0,765.0,2800.0
u,839000.0,7.3,2.0,1.0,1.0,97.0,,,Boroondara,Glen Iris,10412.0,3146.0,3146.0,100.0,765.0,2800.0
h,1690000.0,7.3,3.0,1.0,2.0,625.0,,,Boroondara,Glen Iris,10412.0,3146.0,3146.0,100.0,765.0,2800.0
h,2165000.0,7.3,4.0,3.0,2.0,409.0,255.0,2016.0,Boroondara,Glen Iris,10412.0,3146.0,3146.0,100.0,765.0,2800.0
h,2215000.0,7.3,5.0,2.0,2.0,847.0,,,Boroondara,Glen Iris,10412.0,3146.0,3146.0,100.0,765.0,2800.0
u,851000.0,7.3,2.0,1.0,1.0,100.0,87.0,1960.0,Boroondara,Glen Iris,10412.0,3146.0,3146.0,100.0,765.0,2800.0
h,1910000.0,7.3,3.0,2.0,1.0,348.0,,,Stonnington,Glen Iris,10412.0,3146.0,3146.0,100.0,765.0,2800.0
h,1311000.0,16.7,3.0,2.0,1.0,853.0,28.0,1972.0,Monash,Glen Waverley,15321.0,3150.0,3150.0,80.0,405.0,1490.5
u,565000.0,11.2,2.0,1.0,2.0,193.0,105.0,1995.0,Moreland,Glenroy,8870.0,3046.0,3046.0,60.0,400.0,630.0
h,770000.0,11.2,3.0,1.0,2.0,604.0,132.0,1960.0,Moreland,Glenroy,8870.0,3046.0,3046.0,60.0,400.0,630.0
h,1220000.0,11.2,2.0,1.0,2.0,829.0,,,Moreland,Glenroy,8870.0,3046.0,3046.0,60.0,400.0,630.0
h,714000.0,16.1,3.0,1.0,1.0,594.0,95.0,1993.0,Nillumbik,Greensborough,8524.0,3088.0,,,,
h,815000.0,16.1,3.0,2.0,2.0,609.0,168.0,1980.0,Banyule,Greensborough,8524.0,3088.0,,,,
h,1345000.0,13.8,3.0,1.0,1.0,587.0,131.0,1950.0,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
u,630000.0,5.3,2.0,2.0,2.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,420000.0,5.3,1.0,1.0,1.0,0.0,47.0,2004.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1857000.0,5.3,2.0,1.0,1.0,230.0,116.65,1890.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,370000.0,5.3,1.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1500000.0,5.3,3.0,3.0,2.0,255.0,,1997.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1425000.0,5.3,3.0,1.0,1.0,333.0,108.0,1930.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1910000.0,5.3,3.0,2.0,2.0,242.0,165.0,1990.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1485000.0,5.3,3.0,2.0,2.0,0.0,139.0,1975.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,505000.0,6.2,1.0,1.0,1.0,0.0,52.0,1960.0,Boroondara,Hawthorn East,6482.0,3123.0,3123.0,101.0,700.0,3700.0
u,595000.0,6.2,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn East,6482.0,3123.0,3123.0,101.0,700.0,3700.0
u,560000.0,6.2,1.0,1.0,1.0,803.0,,,Boroondara,Hawthorn East,6482.0,3123.0,3123.0,101.0,700.0,3700.0
h,2825000.0,6.2,3.0,1.0,3.0,860.0,,,Boroondara,Hawthorn East,6482.0,3123.0,3123.0,101.0,700.0,3700.0
h,1031000.0,21.3,4.0,2.0,0.0,1060.0,,,Maroondah,Heathmont,3794.0,3135.0,,,,
h,1040000.0,21.3,3.0,1.0,1.0,756.0,,1961.0,Maroondah,Heathmont,3794.0,3135.0,,,,
h,912000.0,21.3,3.0,2.0,2.0,471.0,144.0,1965.0,Maroondah,Heathmont,3794.0,3135.0,,,,
u,450000.0,8.9,2.0,1.0,0.0,2020.0,68.0,1998.0,Banyule,Heidelberg,2890.0,3084.0,3084.0,93.0,670.0,1490.0
h,1250000.0,8.9,3.0,1.0,0.0,668.0,,,Banyule,Heidelberg,2890.0,3084.0,3084.0,93.0,670.0,1490.0
h,650000.0,8.8,2.0,1.0,0.0,683.0,,,Banyule,Heidelberg Heights,2947.0,3081.0,3081.0,59.0,300.0,775.0
h,680000.0,8.8,3.0,1.0,0.0,544.0,,,Banyule,Heidelberg Heights,2947.0,3081.0,3081.0,59.0,300.0,775.0
h,1645000.0,8.8,4.0,2.0,4.0,596.0,120.0,1930.0,Banyule,Heidelberg Heights,2947.0,3081.0,3081.0,59.0,300.0,775.0
u,720000.0,8.8,3.0,1.0,1.0,146.0,,,Banyule,Heidelberg Heights,2947.0,3081.0,3081.0,59.0,300.0,775.0
h,697500.0,8.8,3.0,1.0,1.0,430.0,,,Banyule,Heidelberg Heights,2947.0,3081.0,3081.0,59.0,300.0,775.0
h,810000.0,8.8,3.0,1.0,3.0,619.0,,1940.0,Banyule,Heidelberg Heights,2947.0,3081.0,3081.0,59.0,300.0,775.0
u,463000.0,8.8,2.0,1.0,1.0,90.0,,,Banyule,Heidelberg West,2674.0,3081.0,3081.0,59.0,300.0,775.0
h,1242000.0,16.0,3.0,1.0,2.0,700.0,,,Kingston,Highett,4794.0,3190.0,3190.0,120.0,800.0,3200.0
u,677500.0,16.0,2.0,1.0,1.0,130.0,,1970.0,Bayside,Highett,4794.0,3190.0,3190.0,120.0,800.0,3200.0
h,580000.0,18.0,4.0,2.0,2.0,600.0,174.0,2002.0,Melton,Hillside,5556.0,3037.0,,,,
h,540000.0,18.4,4.0,2.0,2.0,650.0,,,Wyndham,Hoppers Crossing,13830.0,3029.0,3029.0,58.0,350.0,1200.0
h,516000.0,18.4,3.0,1.0,1.0,537.0,,,Wyndham,Hoppers Crossing,13830.0,3029.0,3029.0,58.0,350.0,1200.0
h,1570000.0,12.3,4.0,2.0,1.0,455.0,170.0,1900.0,Monash,Hughesdale,3145.0,3166.0,3166.0,60.0,350.0,1358.5
h,790000.0,26.1,5.0,2.0,2.0,1034.0,225.0,1985.0,Nillumbik,Hurstbridge,1345.0,3099.0,,,,
h,2400000.0,7.8,2.0,1.0,0.0,1110.0,,,Banyule,Ivanhoe,5549.0,3079.0,3079.0,84.5,550.0,1975.0
h,950000.0,7.8,3.0,1.0,2.0,360.0,,,Banyule,Ivanhoe,5549.0,3079.0,3079.0,84.5,550.0,1975.0
h,550000.0,14.0,3.0,1.0,2.0,704.0,94.0,1950.0,Hume,Jacana,851.0,3047.0,,,,
t,1022000.0,11.7,4.0,2.0,2.0,284.0,,,Moonee Valley,Keilor East,5629.0,3033.0,,,,
h,850000.0,11.7,3.0,1.0,1.0,597.0,,,Moonee Valley,Keilor East,5629.0,3033.0,,,,
t,518500.0,11.7,3.0,1.0,1.0,165.0,,,Moonee Valley,Keilor East,5629.0,3033.0,,,,
h,1225000.0,3.4,3.0,2.0,2.0,223.0,122.0,1940.0,Melbourne,Kensington,5263.0,3031.0,3031.0,82.0,502.5,1813.0
h,2660000.0,5.4,5.0,2.0,2.0,696.0,,,Boroondara,Kew,10331.0,3101.0,3101.0,96.0,500.0,1300.0
h,1510000.0,5.4,3.0,1.0,2.0,446.0,115.0,1960.0,Boroondara,Kew,10331.0,3101.0,3101.0,96.0,500.0,1300.0
u,802000.0,5.4,2.0,1.0,1.0,0.0,,,Boroondara,Kew,10331.0,3101.0,3101.0,96.0,500.0,1300.0
t,1007000.0,5.4,3.0,2.0,1.0,0.0,114.0,1977.0,Boroondara,Kew,10331.0,3101.0,3101.0,96.0,500.0,1300.0
h,2550000.0,5.4,4.0,2.0,3.0,776.0,,,Boroondara,Kew,10331.0,3101.0,3101.0,96.0,500.0,1300.0
u,860000.0,5.4,2.0,2.0,1.0,0.0,108.0,1950.0,Boroondara,Kew,10331.0,3101.0,3101.0,96.0,500.0,1300.0
